Date,Close,High,Low,Open,Volume
2021-09-15,1490.6258544921875,1493.8049254065334,1472.117688719493,1474.7741973936459,4062344
2021-09-16,1482.6129150390625,1497.4194473085083,1473.2063696575788,1493.891966210481,3246568
2021-09-17,1473.0758056640625,1496.3307284738578,1467.1095590889208,1478.0403062981004,7454864
2021-09-20,1470.0706787109375,1487.3594588182361,1461.4480310703595,1467.5884287452827,5660743
2021-09-21,1496.72265625,1503.9517705576725,1467.2838494209095,1480.6532560868934,4672222
2021-09-22,1495.37255859375,1514.533951698331,1492.0193360644232,1495.4596345711595,4553892
2021-09-23,1517.713134765625,1519.8469748097546,1499.0307113119939,1508.5243325905415,3826090
2021-09-24,1536.2647705078125,1557.2987769299875,1526.335663082202,1531.169602820424,8280446
2021-09-27,1499.07421875,1540.7502282501684,1496.4177103112731,1540.5324851427279,5045337
2021-09-28,1469.4176025390625,1489.3628929542976,1458.8788571335956,1489.3628929542976,6557197
2021-09-29,1473.9033203125,1481.8727405310417,1441.4595923280765,1445.1612257222725,7792548
2021-09-30,1459.05322265625,1483.2663028944044,1454.6112837647613,1483.2663028944044,6914031
2021-10-01,1450.2998046875,1462.3191607744086,1446.9029908490702,1450.2562135367987,5733906
2021-10-04,1462.1448974609375,1470.2013920560314,1450.517437336317,1456.7013200318202,2947154
2021-10-05,1474.382568359375,1483.222855844323,1448.427540440477,1455.39532175348,4373310
2021-10-06,1457.615966796875,1488.4918972098776,1454.5239721126366,1482.4821661210055,4271698
2021-10-07,1472.814453125,1484.3112472506546,1460.3160193905471,1469.3305632299673,5476108
2021-10-08,1501.4259033203125,1508.0888641225727,1479.2596960117546,1485.2258362951297,4738376
2021-10-11,1472.77099609375,1506.7825168192749,1449.036994022464,1464.975834271688,8840633
2021-10-12,1467.71923828125,1471.0724609335527,1447.5562048973147,1460.6207915841135,7439300
2021-10-13,1488.666259765625,1492.5421514566985,1463.2774946507823,1477.125873324372,7104171
2021-10-14,1494.3709716796875,1553.4664307761761,1479.0853627504664,1527.6856676824548,19655776
2021-10-18,1560.9134521484375,1566.8795927579404,1515.4922131177411,1515.4922131177411,13438109
2021-10-19,1587.0426025390625,1597.799091923905,1552.3343687944996,1579.944155219386,10324260
2021-10-20,1569.79736328125,1609.5572816820163,1562.5683548664965,1593.3572134225717,5876115
2021-10-21,1527.380859375,1579.9440255087377,1521.4582041825172,1579.9440255087377,8779629
2021-10-22,1497.8984375,1535.6985561548709,1486.7499477946783,1524.1146865515605,7369809
2021-10-25,1487.229248046875,1506.564796489911,1469.5048712675496,1499.858350257659,5905209
2021-10-26,1497.0264892578125,1517.1485436893581,1490.1727607226414,1502.6062654350915,5871709
2021-10-27,1519.2132568359375,1523.7825158828489,1494.785703429368,1501.7712562519496,5090259
2021-10-28,1497.2025146484375,1515.5232115381268,1486.7900415035479,1510.7782558388171,5329972
2021-10-29,1465.4375,1504.8467856229756,1459.5503108556832,1492.8966047069405,5875091
2021-11-01,1493.8193359375,1500.1018935472132,1472.6867651673283,1474.0048022483252,3636806
2021-11-02,1491.93017578125,1499.4429230262488,1481.7812470277015,1489.3819492239559,3471772
2021-11-03,1495.9722900390625,1509.1086851583352,1492.8968697658545,1501.6837848321632,3530713
2021-11-04,1501.419921875,1508.713103252184,1498.1688066656807,1506.955720487767,483407
2021-11-08,1526.7264404296875,1529.8018605974596,1496.4115844902203,1520.1362543558903,5245903
2021-11-09,1531.119873046875,1537.710059014078,1516.621463919028,1524.3100142140984,4016134
2021-11-10,1529.0548095703125,1538.5446120128352,1513.0625622726295,1516.6213052274068,4780368
2021-11-11,1523.035888671875,1528.703405453859,1501.6836441561402,1522.7282608636551,4731349
2021-11-12,1564.2464599609375,1566.5750137314162,1527.2097015420263,1531.5591812690018,5069009
2021-11-15,1570.353515625,1581.6446798033896,1560.116738328288,1565.916080701805,4354074
2021-11-16,1574.8787841796875,1589.5089115274943,1561.4347616165671,1572.857750868686,6034233
2021-11-17,1570.61669921875,1583.4017003590163,1564.6855330270612,1575.0981105955,4732492
2021-11-18,1563.54345703125,1572.3742410091222,1545.618131495533,1565.476535154988,4326924
2021-11-22,1545.9697265625,1568.815703789317,1538.7205222501445,1567.5855143323686,6621839
2021-11-23,1526.19921875,1535.2936539110958,1502.5623970170118,1524.6175312167047,8436160
2021-11-24,1490.260498046875,1529.3622622939777,1483.2309673957104,1528.9229166282798,7333061
2021-11-25,1513.4583740234375,1516.7973376153845,1491.0956093218977,1493.7756615018066,4476260
2021-11-26,1486.4385986328125,1509.8996203753168,1479.7165867477097,1496.0163580873511,4494181
2021-11-29,1490.5682373046875,1504.3197801115232,1466.667872488146,1485.8672594442673,3942776
2021-11-30,1504.8909912109375,1520.048419306774,1493.8194999672771,1497.7736116444519,14808963
2021-12-01,1506.867919921875,1530.59258798338,1505.1983847910458,1506.9557676104166,5193264
2021-12-02,1536.1722412109375,1538.1492968624316,1503.748507074007,1506.9557521388576,5559574
2021-12-03,1525.012939453125,1569.914049638286,1522.3768651886874,1556.2503551294296,6754012
2021-12-06,1489.6456298828125,1523.6069679725288,1486.3065595311832,1520.1361797156055,3991449
2021-12-07,1504.01220703125,1515.654868474255,1488.5032818453103,1494.7419695434742,4202122
2021-12-08,1540.65380859375,1546.3214334516815,1522.420958921147,1522.7724569937723,3029169
2021-12-09,1549.5283203125,1554.7565985466379,1530.680432518433,1545.6181864523098,2082171
2021-12-10,1545.8377685546875,1549.7918796579963,1534.1951080838337,1546.4967870719056,1823469
2021-12-13,1533.009033203125,1556.470051607841,1527.8687097618824,1552.6917427954177,4040584
2021-12-14,1539.5992431640625,1549.1330239292365,1502.869897706602,1520.927049880741,4768144
2021-12-15,1523.8265380859375,1535.9085444800232,1512.4035502224383,1533.3164478312353,3053149
2021-12-16,1556.689697265625,1561.9618457823942,1544.7395154133753,1548.8254519662987,4481031
